------------------------------workbook: DATA.xlsx------------------------------
------------------------------sheet: Sheet1------------------------------
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,智慧产物,None,None,单件,None,None,套装,None,None,None,None,None,None,None,None,None
None,2-2-2-1 位置,None,None,2-2-1 位置,None,None,1-2-1 位置,None,None,None,None,None,None,None,None,None
None,部位-'39'-代码-改造,None,None,部位-套装-是否神话,None,None,1-套装-个数,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,武器,10,None,None,3.3,1.43,1.43,1.58730158730158,None,None,None
None,None,None,None,大祭司,01,上衣,11,None,None,None,None,None,None,None,None,None
None,None,None,None,魔法师,02,裤子,12,None,None,None,None,None,None,None,buflvl字段说明,None
None,None,None,None,舞姬,03,护肩,13,None,None,None,最终统计,None,None,None,奶爸,None
None,None,None,None,阴影,04,腰带,14,None,荣誉祝福,None,4308,None,None,None,hol_b_atta,祝福增加的三攻
None,None,None,None,裁决者,05,鞋子,15,None,天启之珠,None,4308,None,None,None,pas0,守护恩赐（15级）增加的体力、精神数值（祝福）
None,None,None,None,龙血玄黄,06,手镯,21,None,勇气祝福,None,4166,None,None,None,hol_pas0_1,守护徽章（25级）增加的体力、精神数值（祝福）
None,None,None,None,沙漠,07,项链,22,None,圣光天启,None,4166,None,None,None,hol_pas1,一觉被动（信念光环）增加的体力、精神数值
None,None,None,None,灸炎,08,戒指,23,None,禁忌诅咒,None,4166,None,None,None,hol_act2,二觉增加的体力、精神数值
None,None,None,None,擎天,09,左槽,31,None,人偶剧场,None,4166,None,None,None,pas3,三觉被动增加的体力、精神数值
None,None,None,None,地狱,10,右槽,32,None,None,None,None,None,None,None,hol_b_stat,祝福增加的力智
None,None,None,None,铁匠,11,耳环,33,None,None,None,None,None,None,None,c_stat,太阳增加的力智
None,None,None,None,荆棘,12,None,None,None,祝福系数,None,None,None,None,None,hol_pas1_out,信念光环增加的体力、精神数值
None,None,None,None,不息,13,None,None,None,奶爸,630,None,None,None,None,None,None
None,None,None,None,歧路,14,None,None,None,奶妈,675,None,None,None,None,奶妈、奶萝,None
None,None,None,None,大自然,15,None,None,None,奶萝,665,None,None,None,None,se_b_atta,祝福增加的三攻
None,None,None,None,尘封术式,16,None,None,None,None,None,None,None,None,None,pas0,[启示：圣歌]、[人偶操纵者] 增加的智力数值
None,None,None,None,破晓,17,None,None,None,1觉 750,None,None,None,None,None,se_pas1,一觉被动（[虞诚信念]、[少女的爱]）增加的智力数值
None,None,None,None,三角,18,None,None,None,None,None,None,None,None,None,se_pas2,二觉被动增加的智力数值
None,None,None,None,权能,19,None,None,None,None,None,None,None,None,None,pas3,三觉被动增加的智力数值
None,None,None,None,军神,20,None,None,None,None,None,None,None,None,None,se_b_stat,祝福增加的力智
None,None,None,None,灵宝,21,None,None,None,None,None,None,None,None,None,c_stat,太阳增加的力智
None,None,None,None,时间,22,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,能量,23,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,黑魔法,24,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,时空,25,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,呐喊,26,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,狂乱,27,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,深渊,28,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,圣者,29,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,命运,30,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,愤怒,31,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,求道者,32,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,次元,33,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,天命,34,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,悲剧,35,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,传说防具,36,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,普雷首饰,37,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,普雷特殊,38,None,None,None,None,None,None,None,None,None,None,None
------------------------------sheet: buf------------------------------
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
风暴骑兵,左轮|自动手枪|步枪|手炮|手弩,0,0,3.418255131964809,1.388888888888884,1.379310344827589,1.587301587301582,0,224,144.1666666666667,731.8333333333333,1831.833333333333,0.6653030303030303,0.8326515151515151,0.7087824354141687,0.8557687305218196,1.330606060606061,2.449758162124916,0.952380952380949,0.84848484848485,0.8870676096147948,0.4278843652609098,1.66530303030303,1.224879081062458,0.952380952380949,0.424242424242425,None,None,None,None
机械之灵,左轮|自动手枪|步枪|手炮|手弩,0,0,2.923076923076895,1.403508771929829,1.492537313432818,1.587301587301582,0,174,132.5,793.5,1893.5,0.7213636363636363,0.8606818181818182,0.768506758143215,0.7865157696703426,1.442727272727273,1.902937143793461,0.952380952380949,0.6590909090909102,0.916929770979318,0.3932578848351713,1.721363636363636,0.9514685718967307,0.952380952380949,0.3295454545454551,None,None,None,None
芙蕾雅,左轮|自动手枪|步枪|手炮|手弩,0,0,3.522222222222227,1.067615658362975,1.428571428571423,1.587301587301582,0,202,110,788,1888,0.7163636363636363,0.8581818181818182,0.763179994224138,0.652956488028209,1.432727272727273,2.209156914059076,0.952380952380949,0.7651515151515165,0.9142663890197794,0.3264782440141045,1.716363636363636,1.104578457029538,0.952380952380949,0.3825757575757582,None,None,None,None
湮灭之瞳,矛|棍棒|魔杖|法杖,76,6,2.473189363890116,1.498127340823974,1.379310344827589,1.587301587301582,0,208,141.6666666666667,750.3333333333333,1850.333333333333,0.682121212121212,0.8410606060606061,0.7266997322328825,0.8409288103393604,1.364242424242424,2.274775436258851,0.952380952380949,0.7878787878787893,0.8960262580241518,0.4204644051696802,1.682121212121212,1.137387718129425,0.952380952380949,0.3939393939393946,None,None,None,None
刹那永恒,矛|棍棒|魔杖|法杖,70,4,3.181066351462869,1.067615658362975,1.449275362318847,1.587301587301582,0,127.5,175,797.5,1897.5,0.725,0.8625,0.7723807682661802,1.038794412772151,1.45,1.394393596745209,0.952380952380949,0.4829545454545463,0.9188667760408007,0.5193972063860753,1.725,0.6971967983726045,0.952380952380949,0.2414772727272732,None,None,None,None
血狱君主,矛|棍棒|魔杖|法杖,0,0,3.669421487603319,1.067615658362975,1.388888888888884,1.587301587301582,0,187,140,673,1773,0.673,0.8442857142857143,0.7169824235077784,0.9141390832394928,1.346,2.249621669415604,0.952380952380949,0.779166666666668,0.8994621360498769,0.4353043253521394,1.688571428571429,1.07124841400743,0.952380952380949,0.3710317460317467,None,None,None,None
风神,矛|棍棒|魔杖|法杖,0,0,3.05303030303028,1.403508771929829,1.388888888888884,1.587301587301582,0,189,133.3333333333333,677.6666666666666,1777.666666666667,0.6776666666666666,0.8465079365079364,0.7219540698322503,0.8706086507042788,1.355333333333333,2.273681794222188,0.952380952380949,0.7875000000000014,0.9018295866805778,0.4145755479544185,1.693015873015873,1.08270561629628,0.952380952380949,0.3750000000000006,None,None,None,None
混沌行者,矛|棍棒|魔杖|法杖|扫把,0,0,3.066162570888498,1.403508771929829,1.4388489208633,1.587301587301582,0,292,130.8333333333333,677.1666666666666,1777.166666666667,0.6156060606060606,0.8078030303030302,0.6558376304003115,0.7766224895487032,1.231212121212121,3.193434747055694,0.952380952380949,1.106060606060608,0.8605952071078662,0.3883112447743516,1.61560606060606,1.596717373527847,0.952380952380949,0.553030303030304,None,None,None,None
元素圣灵,矛|棍棒|魔杖|法杖,0,0,1.933351693748286,1.090909090909098,1.428571428571423,1.587301587301582,0,231,155.8333333333333,713.1666666666666,1813.166666666667,0.6483333333333333,0.8241666666666666,0.690703721506998,0.9250216913732962,1.296666666666667,2.52631310469132,0.952380952380949,0.8750000000000014,0.8780282526612094,0.4625108456866481,1.648333333333333,1.26315655234566,0.952380952380949,0.4375000000000007,None,None,None,None
月蚀,矛|棍棒|魔杖|法杖,22,0,3.486402910145725,1.067615658362975,1.388888888888884,1.587301587301582,0,200,186.6666666666667,613.3333333333333,1713.333333333333,0.6133333333333333,0.8158730158730159,0.6534163740734582,1.21885211098599,1.226666666666667,2.4060124806584,0.952380952380949,0.8333333333333349,0.8691925887002007,0.5804057671361859,1.631746031746032,1.145720228884952,0.952380952380949,0.3968253968253975,None,None,None,None
伊斯塔战灵,矛|棍棒|魔杖|法杖,0,0,3.361111111111104,1.379310344827589,1.388888888888884,1.587301587301582,0,130,174,796,1896,0.7236363636363636,0.8618181818181818,0.7709280144700683,1.032858444699167,1.447272727272727,1.421734647661782,0.952380952380949,0.4924242424242433,0.9181403991427447,0.5164292223495834,1.723636363636364,0.7108673238308908,0.952380952380949,0.2462121212121216,None,None,None,None
古灵精怪,矛|棍棒|魔杖|法杖|扫把,0,0,2.727272727272712,1.271186440677985,1.4388489208633,1.587301587301582,0,189,136.6666666666667,674.3333333333333,1774.333333333333,0.6743333333333332,0.8449206349206348,0.7184028938861988,0.8923738669718859,1.348666666666666,2.273681794222188,0.952380952380949,0.7875000000000014,0.9001385505157914,0.4249399366532789,1.68984126984127,1.08270561629628,0.952380952380949,0.3750000000000006,None,None,None,None
(奶系)冥月女神,扫把,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
(奶系)神思者,十字架,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
(输出)神思者,十字架|念珠|图腾|镰刀|战斧,0,0,3.126482213438719,1.413427561837466,1.333333333333342,1.587301587301582,0,204,100.8333333333333,795.1666666666666,1895.166666666667,0.7228787878787879,0.8614393939393938,0.770120929027784,0.5985434473591917,1.445757575757576,2.231029754792334,0.952380952380949,0.772727272727274,0.9177368564216023,0.2992717236795959,1.722878787878788,1.115514877396167,0.952380952380949,0.386363636363637,None,None,None,None
正义仲裁者,十字架|念珠|图腾|镰刀|战斧,0,0,3.034924679607265,1.403508771929829,1.388888888888884,1.587301587301582,0,214,144.1666666666667,741.8333333333333,1841.833333333333,0.6743939393939393,0.8371969696969697,0.7184674607215816,0.8557687305218196,1.348787878787879,2.340393958458625,0.952380952380949,0.810606060606062,0.8919101222685013,0.4278843652609098,1.674393939393939,1.170196979229313,0.952380952380949,0.405303030303031,None,None,None,None
真龙星君,十字架|念珠|图腾|镰刀|战斧,0,0,2.083612040133787,1.538461538461533,3.031674208144786,1.587301587301582,0,199,94.16666666666667,706.8333333333333,1806.833333333333,0.7068333333333332,0.8603968253968254,0.7530268593602,0.6148673595598969,1.413666666666666,2.393982418255108,0.952380952380949,0.8291666666666682,0.9166261531224587,0.292793980742808,1.720793650793651,1.139991627740528,0.952380952380949,0.3948412698412705,None,None,None,None
永生者,十字架|念珠|图腾|镰刀|战斧,0,0,4.012820512820503,1.15384615384615,1.4388489208633,1.587301587301582,0,164.1666666666667,300,635.8333333333333,1735.833333333333,0.578030303030303,0.7890151515151514,0.6158061924630047,1.780790421895116,1.156060606060606,1.795395676854943,0.952380952380949,0.6218434343434355,0.8405794881392129,0.8903952109475578,1.578030303030303,0.8976978384274713,0.952380952380949,0.3109217171717177,None,None,None,None
(奶系)炽天使,十字架,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
炎狱裁决者,十字架|念珠|图腾|镰刀|战斧,0,0,3.508506616257123,1.090909090909098,1.379310344827589,1.587301587301582,0,179,130,691,1791,0.691,0.8528571428571429,0.7361587736164559,0.8488434344366719,1.382,2.153381170189268,0.952380952380949,0.7458333333333347,0.9085937313397234,0.404211159255558,1.705714285714286,1.025419604852032,0.952380952380949,0.3551587301587308,None,None,None,None
神龙天女,十字架|念珠|图腾|镰刀|战斧,0,0,3.361111111111104,1.060070671378077,1.379310344827589,1.587301587301582,0,176,130.8333333333333,693.1666666666666,1793.166666666667,0.6931666666666666,0.8538888888888888,0.7384670379813892,0.8542847385035736,1.386333333333333,2.117290982979392,0.952380952380949,0.7333333333333346,0.9096929048468344,0.4068022564302731,1.707777777777777,1.008233801418758,0.952380952380949,0.3492063492063498,None,None,None,None
救世主,十字架|念珠|图腾|镰刀|战斧,0,0,3.447272727272743,1.388888888888884,1.379310344827589,1.587301587301582,0,191,121.6666666666667,687.3333333333333,1787.333333333333,0.6873333333333332,0.851111111111111,0.7322524800757994,0.7944303937676543,1.374666666666666,2.297741919028772,0.952380952380949,0.7958333333333347,0.9067335915584583,0.3783001875084068,1.702222222222222,1.09416281858513,0.952380952380949,0.3789682539682546,None,85级,170,200
月影星劫,匕首|双剑|手杖,0,0,2.746458406762264,1.337792642140467,1.538461538461533,1.587301587301582,0,192,112.5,795.5,1895.5,0.7231818181818181,0.8615909090909091,0.7704437632046977,0.6677964082106684,1.446363636363636,2.099792710392785,0.952380952380949,0.7272727272727286,0.9178982735100594,0.3338982041053342,1.723181818181818,1.049896355196393,0.952380952380949,0.3636363636363643,None,None,奶系,2각
亡魂主宰,匕首|双剑|手杖,78,3,3.004786861490238,1.090909090909098,1.449275362318847,1.587301587301582,0,179,121.6666666666667,799.3333333333333,1899.333333333333,0.7266666666666666,0.8633333333333333,0.7741563562392059,0.7222094488796859,1.453333333333333,1.957619245626607,0.952380952380949,0.6780303030303042,0.9197545700273134,0.3611047244398429,1.726666666666667,0.9788096228133036,0.952380952380949,0.3390151515151521,None,None,None,None
不知火,匕首|双剑|手杖|苦无,66,2,4.441884581583833,0.2665482007996545,1.538461538461533,1.587301587301582,0,116,95,889,1989,0.8081818181818182,0.9040909090909091,0.8609987498290086,0.5639169669334533,1.616363636363637,1.268624762528974,0.952380952380949,0.4393939393939401,0.9631757668222147,0.2819584834667266,1.808181818181818,0.6343123812644872,0.952380952380949,0.2196969696969701,None,None,None,None
幽冥,匕首|双剑|手杖,0,0,3.197115384615401,1.452393760086079,1.428571428571423,1.587301587301582,0,300,126.6666666666667,573.3333333333333,1673.333333333333,0.5733333333333333,0.7968253968253968,0.6108022627208413,0.8270782181690649,1.146666666666667,3.609018720987599,0.952380952380949,1.250000000000002,0.8489001547227639,0.3938467705566976,1.593650793650794,1.718580343327428,0.952380952380949,0.5952380952380962,None,50级,0.0652956488028209,None
大地女神,短剑|太刀|钝器|巨剑,0,0,3.141700404858305,1.428571428571423,1.428571428571423,1.587301587301582,0,210,139.1666666666667,750.8333333333333,1850.833333333333,0.6825757575757575,0.8412878787878788,0.7271839834982532,0.826088890156901,1.365151515151515,2.296648276992109,0.952380952380949,0.795454545454547,0.8962683836568373,0.4130444450784505,1.682575757575758,1.148324138496055,0.952380952380949,0.3977272727272735,None,None,None,None
黑曜神,短剑|太刀|钝器|巨剑,0,0,3.041322314049588,1.454545454545464,0.9333333333333416,1.587301587301582,0,173,124.1666666666667,802.8333333333333,1902.833333333333,0.7298484848484847,0.8649242424242424,0.7775461150968004,0.7370493690621451,1.459696969696969,1.892000723426833,0.952380952380949,0.6553030303030315,0.9214494494561107,0.3685246845310726,1.729848484848485,0.9460003617134165,0.952380952380949,0.3276515151515157,None,60~80级,0.04,None
破晓女神,短剑|太刀|钝器|巨剑,0,0,3.543913713405256,1.067615658362975,1.388888888888884,1.587301587301582,0,186,124.1666666666667,689.8333333333333,1789.833333333333,0.6898333333333333,0.8523015873015872,0.734915862035338,0.8107543059683596,1.379666666666667,2.237591607012312,0.952380952380949,0.7750000000000014,0.9080018686820481,0.3860734790325522,1.704603174603175,1.065519812863005,0.952380952380949,0.3690476190476197,None,None,None,None
龙神,短剑|太刀|钝器|巨剑,0,0,3.58893280632413,1.067615658362975,1.398601398601396,1.587301587301582,0,219,136.6666666666667,744.3333333333333,1844.333333333333,0.6766666666666666,0.8383333333333333,0.7208887170484348,0.8112489699744417,1.353333333333333,2.395076060291771,0.952380952380949,0.829545454545456,0.893120750431928,0.4056244849872209,1.676666666666667,1.197538030145886,0.952380952380949,0.414772727272728,None,None,None,None
不灭战神,长枪|战戟|光枪|暗矛,0,0,3.384615384615386,1.403508771929829,1.379310344827589,1.587301587301582,0,204,130,766,1866,0.6963636363636364,0.8481818181818181,0.7418729385478295,0.7716758494878834,1.392727272727273,2.231029754792334,0.952380952380949,0.772727272727274,0.9036128611816253,0.3858379247439417,1.696363636363637,1.115514877396167,0.952380952380949,0.386363636363637,None,20秒,1400,1100
圣武枪魂,长枪|战戟|光枪|暗矛,0,0,3.366956521739151,1.102941176470607,1.449275362318847,1.587301587301582,0,193,120,787,1887,0.7154545454545455,0.8577272727272728,0.7622114916933967,0.7123161687580462,1.430909090909091,2.110729130759414,0.952380952380949,0.7310606060606073,0.9137821377544089,0.3561580843790231,1.715454545454546,1.055364565379707,0.952380952380949,0.3655303030303036,None,线索,0.0416666666666667,None
屠戮之魂,长枪|战戟|光枪|暗矛,0,0,3.163076923076913,1.403508771929829,1.388888888888884,1.587301587301582,0,218,142.5,739.5,1839.5,0.6722727272727272,0.8361363636363637,0.7162076214831853,0.84587545040018,1.344545454545454,2.384139639925142,0.952380952380949,0.8257575757575772,0.8907802026493032,0.42293772520009,1.672272727272727,1.192069819962571,0.952380952380949,0.4128787878787886,None,None,None,None
幽影夜神,长枪|战戟|光枪|暗矛,70,4,3.137817535640752,1.067615658362975,1.388888888888884,1.587301587301582,0,175,122.5,702.5,1802.5,0.7025,0.8583333333333333,0.7484103306303334,0.799871697834556,1.405,2.1052609205761,0.952380952380949,0.7291666666666679,0.9144278061082364,0.3808912846831219,1.716666666666667,1.002505200274333,0.952380952380949,0.3472222222222228,None,None,None,None
铁血统帅,长刀|小太刀|重剑|源力剑,0,0,3.163076923076913,1.403508771929829,1.388888888888884,1.587301587301582,0,197,130,673,1773,0.673,0.8442857142857143,0.7169824235077784,0.8488434344366719,1.346,2.369922293448524,0.952380952380949,0.8208333333333349,0.8994621360498769,0.404211159255558,1.688571428571429,1.128534425451678,0.952380952380949,0.3908730158730166,None,None,None,None
弑心镇魂者,长刀|小太刀|重剑|源力剑,0,0,3.304347826086973,1.403508771929829,1.388888888888884,1.587301587301582,0,202,153.3333333333333,744.6666666666666,1844.666666666667,0.6769696969696969,0.8384848484848484,0.7212115512253486,0.9101817711908369,1.353939393939394,2.209156914059076,0.952380952380949,0.7651515151515165,0.8932821675203848,0.4550908855954184,1.676969696969697,1.104578457029538,0.952380952380949,0.3825757575757582,None,None,None,None
巅峰狂徒,长刀|小太刀|重剑|源力剑,0,0,3.330434782608704,1.393728222996526,1.428571428571423,1.587301587301582,0,211,140.8333333333333,648.1666666666666,1748.166666666667,0.6481666666666667,0.8324603174603173,0.6905261627096955,0.9195803873063945,1.296333333333333,2.538343167094612,0.952380952380949,0.8791666666666682,0.8868639166222183,0.4378954225268544,1.664920634920635,1.208734841473625,0.952380952380949,0.4186507936507944,None,None,混合输出组,协同-100
未来开拓者,长刀|小太刀|重剑|源力剑,0,0,3.225600000000006,1.403508771929829,1.428571428571423,1.587301587301582,0,194,135.8333333333333,670.1666666666666,1770.166666666667,0.6701666666666666,0.8429365079365079,0.7139639239536345,0.8869325629049839,1.340333333333333,2.333832106238648,0.952380952380949,0.8083333333333349,0.8980247553098085,0.4223488394785638,1.685873015873016,1.111348622018404,0.952380952380949,0.3849206349206356,None,None,None,None
缔造者,矛|棍棒|魔杖|法杖|扫把,0,0,3.312937062937027,1.403508771929829,1.388888888888884,1.587301587301582,0,185,0,815,1915,0.815,0.9119047619047619,0.8682625188095681,0,1.63,2.22556154460902,0.952380952380949,0.7708333333333347,0.9715002766697768,0,1.823809523809524,1.059791211718581,0.952380952380949,0.3670634920634928,None,None,None,None
黑暗武士,短剑|太刀|钝器|巨剑|光剑,0,0,0.9235209235209263,1.209677419354827,1.694915254237284,1.587301587301582,0,200,0,900,2000,0.8181818181818182,0.9090909090909091,0.8716522776671627,0,1.636363636363636,2.187284073325818,0.952380952380949,0.757575757575759,0.9685025307412918,0,1.818181818181818,1.093642036662909,0.952380952380949,0.3787878787878795,None,None,None,None
------------------------------sheet: one------------------------------
装备编码,装备名称,力智,物理/魔法/独立攻击力,攻击时额外增加X%的伤害增加量,暴击时，额外增加X%的伤害增加量,攻击时，附加X%的伤害，也就是白字,攻击时，附加X%的属性伤害,最终伤害+X%,物理/魔法/独立攻击力 +X%,力智+X%,所有属性强化+X,发生持续伤害5秒，伤害量为对敌人造成伤害的X%,技能攻击力 +X%,特殊词条,攻击速度 +X%,魔法/物理暴击率 +X%,主动技能增加等级所带来的的影响,增加转职被动的等级,增加一绝被动的等级,增加二觉被动的等级,增加三觉被动的等级,god,set_code,冷却矫正系数，每冷却1%，记0.35这个值,cool_original,save1,save2,save3,save4,save5,save6,save7,save8,save9,save10,二觉主动技能,None,fullname,apicode,1-45主动技能,50主动技能,60~80主动技能,85主动技能,95主动技能,100主动技能,暗抗,移速,是否需要存盘
111001,夜雨黑瞳武器,0,-70,0,0,0,0,32,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,청사곤,33a959c0aa113217d4917897ac648af1,0,0,0,0,0,0,0,0,0
111002,光剑-星之海：巴德纳尔,0,0,26,0,0,20,0,0,0,25,0,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,별의 바다 : 바드나후,d0dbdf7873dc38c93027369dfbb171a7,0,0,0,0,0,0,0,15,0
111003,光剑-赤光剑路易纳斯,0,0,0,0,0,0,22,20,17,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,적광검 루이너스,689761a21ed3f3bc98440f6144c56916,0,0,0,0,0,0,0,0,0
111004,短剑-战场的热血：安格巴迪,0,0,0,30,34,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,전장의 열정 : 앵거바딜,e144cccd61f9aabd7d23d3bc5124ff87,0,0,0,0,0,0,0,5,0
111005,短剑-信念徽章：自由,0,0,22,0,0,0,0,22,26,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,신념의 징표 : 칼리번,d599790669052784837f9f529b208a8e,0,0,0,0,0,0,0,10,0
111006,钝器-骚动的冥焰,0,0,0,0,32,0,0,20,0,55,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,판데모니엄 플레임,c26ac7d557f433e26b7a8246991e4288,0,0,0,0,0,0,0,0,0
111007,钝器-哈蒂-赎月者,0,0,16,41,12,0,0,0,0,0,0,32,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,하티 - 달을 탐하는 자,c6abc38f2b5d22a57d283e15a67f871b,0,0,0,0,0,0,0,0,0
111008,太刀-太极天帝剑（阴）,0,0,0,0,0,0,21,40,10,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,태극천제검,2032ecb9e864e3fdc2f6659555720bda,0,0,0,0,0,0,0,20,0
111009,太刀-太极天帝剑（阳）,0,0,0,0,0,0,0,40,10,0,0,59.9,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,태극천제검,2032ecb9e864e3fdc2f6659555720bda,0,0,0,0,0,0,0,-50,0
111010,太刀-前瞻守卫者,0,0,14,26,0,0,0,0,25,0,0,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,아방가르드,d2259994023868263e0a065d80a5206c,0,0,0,0,0,0,0,30,0
111011,巨剑-神之意象,0,0,35,0,0,0,0,0,0,50,0,24,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,데우스 이미저리,d00e9dcc6d703405e84c21cfa5a7d3e8,2,2,2,2,0,2,20,0,0
111012,巨剑-卡西姆的大剑,0,0,0,0,20,0,43,0,0,0,0,30,0,15,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,None,카심의 대검,2e5ef4a4b5c89865bb98a8042588c6cd,0,0,0,0,0,0,0,15,0
111013,手套-白虎啸魂,0,0,0,0,0,0,0,0,50,56,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,백호의 울음소리,fe70280710ba87caf3af52d019d0a591,0,0,0,0,0,0,0,10,0
111014,手套-无瑕之意志,0,0,11,0,0,15,20,0,0,0,0,15,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,청명한 의지,71aff68fa7a4461d034e82bc7d1c52af,2,0,2,0,0,0,0,0,0
111015,东方棍-青沙棍,0,0,0,40,34,0,0,0,0,0,0,30,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,청사곤,33a959c0aa113217d4917897ac648af1,0,0,0,0,0,0,0,0,0
111016,东方棍-鸣鸿破影棍,0,0,30,0,0,0,0,40,0,0,0,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,어그레시브 카이트,c349d248e1d57b51330843bb6a18a4e0,0,0,0,0,0,0,0,0,0
111017,爪-疯狂飓风,0,0,47,0,0,0,0,0,16,0,10,22,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,매드 싸이클론,77d72ea4b1499cb662a5000ce7ac0dcf,0,0,0,1,0,0,0,15,0
111018,爪-痛苦之源,0,0,0,17,50,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,로드 오브 더 페인,b9b7bad26c05abaef97ef748830d4993,0,0,0,0,0,0,0,0,0
111019,臂铠-太阴神：灵鬼,0,0,0,25,0,0,26,0,14,0,0,35,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,태음신 : 영귀,28bdf2f8aa5eb40338b25a1711456ff2,0,0,0,0,0,0,0,15,0
111020,臂铠-毁灭之碾压,0,0,0,40,34,0,0,0,0,0,0,30,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,디스트로이 프레셔,3e1353922d7f98c757ef8980485bc1b9,0,0,0,0,0,0,0,0,0
111021,拳套-猎焰追魂,0,0,24,0,0,0,12,35,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,블레이즈 헌터,af3bac4b28804d3713a52c75450b5865,0,0,0,0,0,0,0,100,0
111022,拳套-幻光绽放,0,0,0,0,35,0,0,0,20,35,10,26,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,일렉트로 부스터,d933ae32552baeb75b2a35c6c2753a55,0,0,0,0,0,0,0,0,0
111023,自动手枪-寻觅海石竹,0,0,0,0,0,0,0,35,35,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,팔로우 더 스타티스,701236b6acaf086ee13457cb214dc916,0,0,0,0,0,0,0,10,0
111024,自动手枪-雷霆怒啸,0,0,0,0,29,0,22,0,0,40,0,38,0,0,0,1.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53125,None,메가쇼크 런처,aefddb91be54fc1e029852756c786ed3,0,0,0,0,0,0,0,0,0
111025,手弩-激光流星弓,0,0,0,0,35,0,0,36,0,0,0,30,0,10,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,커스텀 라이져 보우,9abfb3b9a4999a95e7e2d459cc8dadc1,0,0,0,0,0,0,0,0,0
